Pass,Profit,Total trades,Profit factor,Expected Payoff,Drawdown $,Drawdown %
375,409.19,651,1.57,0.63,413.75,30.16
298,409.1,701,1.63,0.58,472.69,34.12
961,408.91,743,1.52,0.55,447.94,30.6
467,408.74,704,1.62,0.58,472.57,34.1
222,408.42,635,1.55,0.64,395.5,28.49
366,408.19,631,1.59,0.65,414.43,30.21
472,407.19,671,1.64,0.61,308.99,25.78
348,406.99,664,1.69,0.61,309.05,25.88
2785,406.78,1011,1.54,0.4,253.65,18.88
38,406.12,638,1.55,0.64,395.84,28.56
416,405.1,638,1.58,0.63,395.6,28.57
168,404.1,626,1.48,0.65,423.2,35.77
342,403.71,627,1.51,0.64,408.29,30.11
470,403.61,627,1.51,0.64,408.25,30.1
343,401.8,767,1.58,0.52,447.78,30.74
122,401.72,617,1.54,0.65,413.85,30.32
68,401.63,646,1.67,0.62,231.12,19.89
420,400.06,660,1.51,0.61,472.63,36.35
225,399.68,749,1.6,0.53,447.63,30.77
535,399.3,613,1.53,0.65,395.76,28.7
460,398.67,759,1.53,0.53,447.77,30.79
186,395.4,629,1.48,0.63,394.49,28.71
70,395.35,737,1.51,0.54,447.73,30.87
85,395.13,653,1.6,0.61,341.02,28.48
478,395.03,653,1.6,0.6,341.01,28.48
490,394.18,633,1.59,0.62,472.64,34.43
160,394.13,633,1.59,0.62,472.75,34.44
282,393.53,624,1.59,0.63,472.78,34.46
362,392.84,624,1.47,0.63,394.38,28.76
454,392.54,623,1.55,0.63,395.66,28.83
289,392.18,740,1.57,0.53,447.84,30.94
372,391.7,613,1.5,0.64,408.21,30.28
491,391.65,613,1.5,0.64,408.39,30.29
6,390.3,590,1.62,0.66,414.98,30.63
54,388.98,612,1.47,0.64,395.93,28.92
1956,384.34,972,1.51,0.4,256.9,19.23
88,383.37,707,1.54,0.54,471.06,32.85
301,380.64,640,1.49,0.59,472.73,36.52
86,379.34,733,1.55,0.52,447.84,31.22
1556,374.58,708,1.59,0.53,446.95,31.27
726,373.1,714,1.54,0.52,447.88,31.36
2140,372.5,719,1.52,0.52,447.28,31.3
151,372.28,685,1.55,0.54,471.13,33.12
2971,369.76,718,1.51,0.51,447.58,31.38
146,367.05,685,1.55,0.54,471.15,33.24
255,366.88,685,1.55,0.54,471.06,33.24
2899,364.97,694,1.55,0.53,447.44,31.49
258,360.01,698,1.45,0.52,447.85,31.64
44,356.69,670,1.55,0.53,446.43,31.63
2668,353.85,675,1.52,0.52,446.94,31.71
616,353.36,702,1.57,0.5,447.91,31.77
1253,353.27,652,1.52,0.54,447.89,31.78
378,352.74,695,1.52,0.51,470.97,33.57
2460,351.73,674,1.49,0.52,447.17,31.77
219,350.76,693,1.43,0.51,447.63,37.04
346,350.06,649,1.5,0.54,471.09,33.66
49,349.74,663,1.42,0.53,470.91,37.37
9,345.02,677,1.55,0.51,470.94,33.76
19,344.45,700,1.53,0.49,447.66,31.95
359,343.68,647,1.5,0.53,446.52,31.93
272,343.29,670,1.47,0.51,447.79,31.99
290,341.26,663,1.41,0.51,471.11,37.5
2533,332.69,632,1.49,0.53,447.3,32.2
395,328.96,649,1.41,0.51,446.5,37.08
507,328.62,651,1.45,0.5,447.81,32.34
536,328.61,650,1.42,0.51,447.84,37.22
79,328.55,651,1.45,0.5,447.74,32.34
558,327.94,643,1.46,0.51,447.89,32.37
224,327.51,688,1.49,0.48,447.62,32.34
136,326.48,670,1.41,0.49,447.84,37.23
67,326.46,670,1.41,0.49,447.73,37.22
383,320.46,634,1.54,0.51,447.69,32.52
206,317.63,632,1.53,0.5,447.69,32.59
17,312.7,619,1.42,0.51,447.66,37.34
287,312.45,605,1.41,0.52,471.1,37.76
192,306.33,612,1.41,0.5,447.76,37.36
486,303.52,612,1.42,0.5,447.76,37.35
1107,297.52,989,1.44,0.3,123.27,10.85
126,295.49,601,1.41,0.49,447.79,37.37
1682,288.91,962,1.41,0.3,123.21,10.29
848,284.52,934,1.41,0.3,159.49,14.4
321,272.16,919,1.38,0.3,159.45,14.45
484,268.74,918,1.37,0.29,159.44,14.45
2902,267.59,918,1.37,0.29,159.29,14.43
2,266.52,916,1.41,0.29,125.75,10.07
3018,256.44,950,1.23,0.27,514.27,30.33
427,255.14,919,1.37,0.28,124.13,10.88
1985,254.75,941,1.26,0.27,349.65,26.7
2345,252.72,947,1.23,0.27,513.91,30.38
1083,250.22,902,1.35,0.28,159.53,14.52
1884,249.91,934,1.23,0.27,514.92,30.6
2454,249.65,944,1.24,0.26,514.04,30.44
2223,249.47,933,1.23,0.27,514.16,30.56
2725,247.18,934,1.23,0.26,513.88,30.48
1443,247.17,946,1.27,0.26,354.98,27.16
2085,246.26,940,1.23,0.26,514.27,30.51
2520,246.07,940,1.23,0.26,514.1,30.51
2210,246.01,928,1.23,0.27,514.15,30.56
2730,242.51,887,1.34,0.27,159.2,14.5
1969,240.91,924,1.22,0.26,514.22,30.61
1921,240.6,928,1.24,0.26,514.85,30.64
2285,239.05,913,1.34,0.26,116.88,10.63
1169,236.98,938,1.26,0.25,354.65,27.14
2497,233.63,918,1.21,0.25,514.14,30.74
1278,231.61,925,1.26,0.25,357.59,27.18
557,230.8,916,1.24,0.25,349.96,26.72
809,230.6,916,1.24,0.25,350.04,26.73
2391,230.25,922,1.21,0.25,513.89,30.79
2415,226.47,911,1.21,0.25,513.98,30.86
789,219.78,859,1.24,0.26,361.47,27.85
1180,219.45,914,1.24,0.24,357.43,27.17
596,213.33,852,1.23,0.25,361.37,27.85
165,210.96,824,1.3,0.26,158.35,14.44
2228,209.05,828,1.29,0.25,158.21,14.39
2703,203,806,1.28,0.25,129.95,11.81
513,199.81,840,1.22,0.24,361.63,27.95
915,199.8,811,1.22,0.25,346.57,26.9
1834,195.58,1028,1.19,0.19,399.23,32.32
164,194.88,1028,1.19,0.19,399.11,32.32
713,191.03,844,1.22,0.23,512.46,44.3
4,186.95,634,1.29,0.29,312.67,27.68
1579,185.76,1018,1.18,0.18,399.29,32.33
1494,184.84,988,1.23,0.19,231.98,21.75
1041,184.01,822,1.22,0.22,514.87,44.93
3,182.75,840,1.22,0.22,540.53,47.01
2432,182.12,946,1.16,0.19,695.27,55.06
2423,181.38,965,1.17,0.19,715.88,55.94
2043,180.22,1014,1.18,0.18,398.76,32.29
2790,179.93,1014,1.18,0.18,398.67,32.29
2474,175.11,1010,1.17,0.17,398.69,32.29
2091,174.73,1010,1.17,0.17,398.83,32.3
2378,174.17,1006,1.17,0.17,462.71,35.95
541,172.53,1010,1.17,0.17,399.22,32.33
279,171.85,777,1.2,0.22,347.61,26.98
2315,171.8,935,1.15,0.18,695.31,55.05
1599,171.74,951,1.16,0.18,717.56,56.08
1704,171.65,951,1.16,0.18,717.62,56.07
1763,167.72,987,1.15,0.17,682.66,58.19
2321,167.71,987,1.15,0.17,681.3,58.09
814,167.53,808,1.19,0.21,514.89,44.93
619,167.48,940,1.16,0.18,527.06,33.7
2375,167.39,987,1.15,0.17,681.28,58.09
2909,166.5,749,1.23,0.22,161.16,14.73
2843,164.82,762,1.23,0.22,200.59,14.69
181,164.7,804,1.22,0.2,127.9,10.67
1212,164.53,759,1.23,0.22,200.79,14.71
2626,164.2,1005,1.13,0.16,754.52,66.24
2589,163.37,1004,1.13,0.16,755.06,66.32
106,161.87,730,1.2,0.22,307.42,20.92
2191,160.52,976,1.16,0.16,398.86,32.3
469,160.04,775,1.17,0.21,350.76,27.46
761,159.4,925,1.15,0.17,526.94,33.87
2694,158.25,1046,1.12,0.15,756.74,66.78
2453,158.22,975,1.15,0.16,398.68,32.29
2035,158.1,976,1.15,0.16,398.92,32.31
3017,158.06,976,1.15,0.16,398.86,32.3
1174,158.01,917,1.14,0.17,696.2,55.11
2071,157.98,976,1.15,0.16,399,32.32
251,157.5,616,1.33,0.26,120.77,9.6
104,156.53,889,1.22,0.18,174.27,14.73
24,156.24,744,1.2,0.21,545.94,47.75
250,156.17,944,1.2,0.17,210.39,15.4
1888,156.09,929,1.15,0.17,717.33,56.55
158,155.56,968,1.17,0.16,378.61,30.44
34,154.19,797,1.18,0.19,545.32,47.47
1354,153.94,964,1.17,0.16,381.98,30.88
1056,153.28,727,1.23,0.21,195.29,14.48
1037,152.97,910,1.15,0.17,661.4,57.22
1442,152.39,972,1.17,0.16,381.82,30.87
309,152.2,784,1.19,0.19,560.8,46.04
2839,152.11,960,1.16,0.16,382.05,31.23
2301,152.01,946,1.13,0.16,714.5,60.92
42,151.54,741,1.17,0.2,341.69,26.89
879,151.31,966,1.15,0.16,399.44,32.35
382,150.95,766,1.21,0.2,142.42,11.99
2977,150.84,908,1.2,0.17,159.4,14.28
1576,149.69,966,1.17,0.15,381.88,30.87
137,149.03,753,1.21,0.2,175.61,14.21
2297,148.91,884,1.13,0.17,688.66,54.94
1631,148.7,960,1.14,0.15,399.44,32.34
2073,148.41,966,1.14,0.15,398.88,32.3
1275,147.59,897,1.14,0.16,667.43,57.45
218,147.56,738,1.17,0.2,341.74,27.05
1858,147.26,929,1.19,0.16,210.51,15.5
1867,146.69,947,1.14,0.15,680.82,53.58
2707,146.25,967,1.14,0.15,398.45,32.27
1877,146.14,964,1.14,0.15,399.38,32.34
273,145.79,966,1.14,0.15,399.18,32.32
1259,145.72,909,1.19,0.16,244.15,23.2
646,144.85,948,1.16,0.15,386.18,31.22
259,143.85,928,1.18,0.16,210.38,15.53
998,143.57,928,1.18,0.15,210.45,15.54
1302,143.08,884,1.18,0.16,159.57,14.52
2661,142.7,927,1.18,0.15,210.07,15.53
3039,142.69,994,1.11,0.14,760.22,66.94
1280,142.54,884,1.18,0.16,159.52,14.52
2828,141.67,993,1.11,0.14,760.13,66.99
2329,141.67,993,1.11,0.14,759.74,66.96
1364,138.56,889,1.13,0.16,670.07,53.34
1337,138.22,947,1.13,0.15,682.68,58.19
811,138.07,880,1.18,0.16,159.53,14.52
1013,137.89,879,1.13,0.16,667.33,57.45
170,137.87,891,1.18,0.15,159.45,14.52
303,137.67,713,1.17,0.19,343.3,27.38
2127,137.08,892,1.18,0.15,159.23,14.35
99,136.31,716,1.17,0.19,360.83,28.99
414,135.9,879,1.17,0.15,159.42,14.51
1085,135.89,905,1.16,0.15,315.23,27.33
2799,134.9,1052,1.1,0.13,761.54,67.23
2859,134.77,1050,1.1,0.13,762.18,67.32
1412,134.53,941,1.14,0.14,381.78,30.87
2665,132.9,960,1.1,0.14,760.15,67.46
1015,132.23,946,1.14,0.14,386.1,31.22
440,132.19,938,1.14,0.14,378.4,30.42
2377,130.73,1044,1.1,0.13,761.28,67.43
2559,130.03,872,1.17,0.15,159.31,14.5
175,129.68,708,1.2,0.18,155.64,13.24
1009,128.98,939,1.14,0.14,385.92,31.2
892,128.66,738,1.19,0.17,200.92,15.11
1769,127.69,961,1.13,0.13,399.44,32.34
1791,127.29,1014,1.09,0.13,765.91,67.89
2516,126.96,968,1.09,0.13,758.61,67.32
1961,126.21,931,1.14,0.14,385.92,31.2
1507,125.34,967,1.13,0.13,399.58,32.35
690,125.21,936,1.13,0.13,386.03,31.22
1996,125.15,926,1.11,0.14,681.85,58.13
2095,124.87,902,1.17,0.14,240.56,22.92
2536,124.85,967,1.13,0.13,398.72,32.3
1104,124.58,923,1.16,0.13,234.41,22.01
2170,124.04,980,1.1,0.13,763.33,67.55
1722,123.61,950,1.15,0.13,242.94,22.66
29,123.41,842,1.11,0.15,613.48,55.47
2684,123.08,835,1.16,0.15,203.71,15.35
2156,122.93,1009,1.1,0.12,512.06,45.4
2891,122.68,940,1.16,0.13,245.77,22.97
1291,121.64,930,1.15,0.13,234.13,21.99
365,121.16,701,1.17,0.17,527.73,46.96
114,120.92,705,1.19,0.17,200.76,15.19
211,119.57,747,1.15,0.16,541.65,47.79
322,119.34,724,1.15,0.16,541.66,47.89
1170,118.49,833,1.15,0.14,204.04,15.43
1292,117.52,917,1.15,0.13,252.37,23.84
896,117.2,955,1.09,0.12,662.78,60.09
130,117,668,1.16,0.18,429.61,30.53
2480,116.75,996,1.08,0.12,763.9,67.73
2880,115.62,849,1.16,0.14,203.91,15.45
1063,114.64,870,1.1,0.13,737.92,63.88
1683,113.45,917,1.14,0.12,236.11,21.93
2928,113.29,929,1.15,0.12,234.11,21.98
2806,112.01,994,1.08,0.11,761.24,67.49
844,111.63,968,1.08,0.12,706.17,64.06
119,111.22,696,1.16,0.16,560.1,49.58
51,110.85,691,1.13,0.16,547.24,45.43
3009,108.75,672,1.18,0.16,210,15.92
25,108.73,689,1.14,0.16,548.47,48.35
37,108.01,928,1.13,0.12,242.56,22.62
1011,107.62,873,1.1,0.12,754.39,65.4
1999,106.08,905,1.13,0.12,249.05,23.39
171,105.79,695,1.14,0.15,559.88,49.44
979,104.8,907,1.13,0.12,242.4,22.99
1984,104.75,899,1.13,0.12,250.41,23.51
1123,104.22,936,1.08,0.11,660.57,59.4
1196,104.11,916,1.13,0.11,245.96,22.99
986,103.94,933,1.08,0.11,668.26,60.84
386,103.52,692,1.14,0.15,527.76,46.97
2389,102.31,912,1.13,0.11,262.49,24.58
2323,101.99,903,1.11,0.11,389.76,31.8
1511,101.7,877,1.13,0.12,154.76,14.05
1567,100.8,968,1.08,0.1,531.11,47.08
266,100.43,633,1.12,0.16,574.53,51.39
324,99.89,951,1.07,0.11,651.29,59.21
1119,95.58,911,1.12,0.1,246.04,23
109,93.79,651,1.12,0.14,417.61,30.02
2875,93.28,675,1.14,0.14,200.63,15.51
2784,92.21,984,1.08,0.09,831.05,71.54
1795,91.07,657,1.15,0.14,200.43,15.52
2765,88.17,663,1.14,0.13,201.36,15.61
2645,88.14,663,1.14,0.13,201.24,15.61
2740,87.91,668,1.14,0.13,208.2,16.06
1395,87.87,670,1.13,0.13,200.89,15.59
78,87.26,626,1.11,0.14,376.42,30.69
265,85.54,707,1.11,0.12,422.09,29.46
299,85.28,914,1.07,0.09,543.42,48.76
325,83.25,856,1.06,0.1,788.29,70.48
125,82.79,629,1.13,0.13,178.91,15.24
368,82.11,772,1.09,0.11,445.2,30.15
1437,81.48,811,1.1,0.1,231.81,21.06
2292,81.35,639,1.15,0.13,209.45,16.23
121,81.27,900,1.06,0.09,663.29,60.74
1244,81.18,945,1.06,0.09,522.35,47.38
1792,80.33,838,1.1,0.1,247.34,23.49
379,78.29,686,1.1,0.11,415.08,29.27
50,77.61,888,1.06,0.09,547.53,49.42
103,76.05,665,1.1,0.11,411.01,29.11
2593,74.85,976,1.06,0.08,765.71,65.28
1821,74.81,976,1.06,0.08,766.98,65.37
184,71.42,648,1.11,0.11,200.77,15.78
1254,71.38,879,1.09,0.08,249.38,23.35
3027,71.09,946,1.06,0.08,831.52,71.58
2914,69.92,798,1.1,0.09,263.85,25.13
162,69.79,798,1.06,0.09,758.18,66.12
676,69.1,955,1.05,0.07,634.41,57.64
1421,67.61,875,1.09,0.08,253.07,24.11
1629,66.98,928,1.05,0.07,832.25,75.49
159,66.86,849,1.06,0.08,649.42,58.48
795,64.56,979,1.07,0.07,272.34,25.54
2403,64.43,979,1.07,0.07,271.93,25.5
145,62.64,781,1.08,0.08,235.27,18.13
374,62.06,787,1.06,0.08,757.9,66.1
1352,61.56,957,1.07,0.06,221.79,20.02
269,60.58,678,1.09,0.09,419.52,29.86
72,59.81,662,1.07,0.09,415.09,29.65
2798,59.63,972,1.07,0.06,276.64,25.94
2554,59.6,939,1.07,0.06,221.89,20.01
240,58.57,770,1.06,0.08,759.48,66.32
3028,58.32,969,1.07,0.06,278.45,26.11
2986,58.24,923,1.05,0.06,837.29,72.56
83,58.22,610,1.1,0.1,179.5,15.48
311,58.09,649,1.08,0.09,420.47,29.96
336,57.71,827,1.07,0.07,256.4,24.49
113,56.39,914,1.04,0.06,795.04,67.77
500,55.66,739,1.05,0.08,691.61,56.78
2888,54.66,961,1.06,0.06,284.49,26.68
3008,54.18,980,1.06,0.06,205.56,18.54
2341,53.92,962,1.06,0.06,284.14,26.65
2569,53.74,962,1.06,0.06,284.45,26.67
2274,52.5,941,1.06,0.06,361.75,33.93
1777,52.48,960,1.06,0.05,284.8,26.7
2561,52.21,961,1.06,0.05,284.41,26.67
2369,52.12,960,1.06,0.05,284.35,26.66
370,52.08,958,1.06,0.05,274.87,25.77
642,51.73,958,1.06,0.05,275.26,25.81
2350,51.53,966,1.06,0.05,272.32,25.54
2584,51.37,960,1.06,0.05,278.33,26.1
13,51.14,797,1.06,0.06,148.45,13.43
444,50.3,916,1.06,0.05,217.45,19.72
962,50.21,955,1.06,0.05,284.82,26.71
2781,49.41,999,1.04,0.05,858.03,75.23
373,49.04,762,1.05,0.06,657.95,57.45
2621,48.58,923,1.06,0.05,222.69,20.15
2187,46.89,907,1.05,0.05,203.88,16.3
323,46.76,757,1.06,0.06,155.76,14.26
1270,46.46,598,1.09,0.08,153.3,13.37
2918,45.99,787,1.06,0.06,254.34,24.14
2832,45.84,960,1.05,0.05,278.31,26.1
1043,45.81,963,1.05,0.05,217.39,19.63
930,45.39,905,1.05,0.05,204.15,16.34
345,45.37,632,1.06,0.07,424.58,30.44
2181,45.32,951,1.05,0.05,284.31,26.66
2958,45.29,951,1.05,0.05,284.54,26.68
1983,45.22,951,1.05,0.05,284.5,26.68
2770,45.18,951,1.05,0.05,284.4,26.67
2086,45.07,951,1.05,0.05,284.6,26.69
128,44.69,704,1.05,0.06,444.52,30.93
2999,44.68,1065,1.03,0.04,855.07,75.67
2543,43.37,945,1.05,0.05,210.2,16.77
392,42.67,749,1.05,0.06,659.36,57.83
212,42.4,762,1.06,0.06,158.05,14.43
320,42.31,945,1.05,0.04,284.6,26.69
1227,41.98,926,1.03,0.05,766.77,65.36
132,41.81,786,1.05,0.05,261.53,24.98
347,40.83,864,1.04,0.05,549.81,50.01
1441,39.56,951,1.04,0.04,284.88,26.72
267,39.08,603,1.05,0.06,422.3,30.46
305,38.82,716,1.03,0.05,691.44,56.74
2444,38.82,972,1.04,0.04,204.96,18.21
2438,38.34,954,1.05,0.04,204.98,18.21
2863,37.14,922,1.04,0.04,203.98,16.43
2814,35.47,772,1.05,0.05,254.32,24.13
16,34.67,766,1.04,0.05,664.07,58.08
622,34.28,937,1.04,0.04,214.97,19.66
268,33.8,691,1.03,0.05,701.5,57.72
105,33.72,773,1.04,0.04,261.52,24.98
1716,33.67,972,1.02,0.03,606.58,53.82
90,33.41,729,1.03,0.05,761.73,66.95
2591,33.38,927,1.04,0.04,210.26,16.91
197,33.22,605,1.04,0.05,420.65,30.51
977,31.38,804,1.03,0.04,650.36,58.74
30,31.12,749,1.03,0.04,639.57,56.24
2842,31.08,913,1.04,0.03,296.49,28.11
3001,31.06,969,1.04,0.03,242.11,22.7
1847,31.04,969,1.04,0.03,242.42,22.73
687,30.81,926,1.03,0.03,225.75,20.41
102,29.79,737,1.03,0.04,664.25,58.01
196,28.78,706,1.04,0.04,476.25,41.85
360,28.64,609,1.04,0.05,421.28,30.64
74,28.6,746,1.03,0.04,658.09,57.45
1406,27.74,925,1.03,0.03,228.16,20.62
1790,26.49,875,1.02,0.03,838.54,72.69
2457,26.31,925,1.03,0.03,229.03,20.71
647,25.92,749,1.03,0.03,662.94,58.07
227,24.48,700,1.03,0.03,661.45,58.55
954,23.85,867,1.02,0.03,771.66,66.96
770,23.79,928,1.03,0.03,225.75,20.64
221,23.3,699,1.03,0.03,663.39,58.71
505,23.03,813,1.02,0.03,670.7,61.31
215,22.79,727,1.03,0.03,257.37,24.54
82,22.5,676,1.03,0.03,445.95,31.43
1427,21.8,961,1.02,0.02,762.82,68.89
43,21.2,623,1.03,0.03,425.71,31.03
1496,21.16,935,1.02,0.02,283.62,26.53
257,20.98,707,1.03,0.03,468.71,41.54
138,20.52,872,1.02,0.02,836.03,72.52
539,20.51,707,1.03,0.03,468.9,41.56
101,20.04,723,1.02,0.03,659.56,57.84
1360,19.1,900,1.02,0.02,210.56,17.12
2925,18.93,913,1.02,0.02,224.16,20.28
664,17.95,727,1.03,0.02,266.1,25.35
201,17.6,698,1.02,0.03,661.59,58.17
2068,17.11,980,1.01,0.02,614.07,54.44
205,16.66,736,1.02,0.02,271.45,25.96
148,15.72,699,1.02,0.02,202.92,16.65
2546,15.66,926,1.02,0.02,288.25,27.1
213,14.19,732,1.01,0.02,664.75,57.75
66,13.38,733,1.02,0.02,265.05,25.31
339,12.03,698,1.02,0.02,267.79,25.51
62,11.67,728,1.02,0.02,276.79,26.33
157,10.65,686,1.01,0.02,208.24,17.08
283,9.29,717,1.01,0.01,271.64,25.93
1072,9.28,794,1.01,0.01,586.23,53.06
790,8.94,962,1.01,0.01,818.73,73.42
833,8.7,871,1.01,0.01,836.33,72.54
173,8.48,712,1.01,0.01,272.56,26.02
2294,7.87,723,1.01,0.01,261.52,25.04
3015,7.83,875,1.01,0.01,294.86,28.03
96,7.7,868,1.01,0.01,740.63,63.69
2876,7.29,920,1.01,0.01,282.27,26.54
367,6.98,718,1.01,0.01,659.95,57.95
252,6.85,714,1.01,0.01,266.61,25.51
18,6.65,711,1.01,0.01,273.73,26.14
354,5.77,723,1.01,0.01,268.41,25.68
36,4.25,782,1,0.01,314.41,25.28
22,3.92,690,1,0.01,661.52,58.69
297,3.6,711,1,0.01,264.92,25.32
1068,2.95,974,1,0,628.77,55.74
89,2.84,689,1,0,766.03,67.08
1221,2.28,911,1,0,287.49,27.03
1514,2.21,971,1,0,629.8,55.83
2924,2.13,851,1,0,203.94,18.26
280,1.42,707,1,0,298.86,28.48
108,1.39,699,1,0,281.04,26.88
2895,0.46,972,1,0,630.6,55.91
