File Name,Symbol,Period,Model,Parameters,Bars in test,Mismatched charts errors,Initial deposit,Total net profit,Profit factor,Absolute drawdown,Total trades,Ticks modelled,Modelling quality,Spread,Gross profit,Gross loss,Expected payoff,Maximal drawdown,Relative drawdown,Short positions (won %),Long positions (won %),Profit trades (% of total),Loss trades (% of total),profit trade,consecutive wins (profit in money),consecutive profit (count of wins),consecutive wins,loss trade,consecutive losses (loss in money),consecutive loss (count of losses),consecutive losses
FC3.4 XAUUSD M1 P2955 DD1000 T152 20240101-20241024.htm,XAUUSD (Gold (Spot)),1 Minute (M1)  2024.01.02 01:00 - 2024.10.23 23:59    (2024.01.01 - 2024.10.24),Every tick (the most precise method based on all available least timeframes),"_______________________________________________bs=""========= General Setting =========""; Full_Speed=true; 
EnterMode=0; TradeMode=2; Maximum_Spread=5; Magic=11111; Id_Comment=""AceFalcon""; _______________________________________________ma=""========= Entry Settings =========""; TradeTF=0; Bars_Counted=1; Strategy_Reverse=false; 
_______________________________________________fs=""========= Filter Settings =========""; EMA_Filter=true; 
MATF=60; EMA1=200; EMA2=50; Filter_Upper_Lower=false; 
Upper_Lower_Mult=2; Max_Gap=2; Max_Gap_ALL=true; 
_______________________________________________mmss=""========= Money Manage Simple =========""; Using_Money_Manage_Simple=false; 
SL_Range_Multiplier=1; TP_Range_Multiplier=1.5; Partial_Close_Multiplier=1; Set_Breakeven=false; 
_______________________________________________mmms=""========= Risk Control Settings =========""; DrawDown_Stop_New_=0; DrawDown_SL_Perc=0; DrawDown_SL_Money=0; Stop_Trading_SL=12; __L=""****** Lot Manage ******""; Lot_Type=0; Lot_Size=0.01; Risk_Equity=0.1; Lot_Multiplier=1; MaxLot=0.01; Custom_Lot=""0.01,0.01,0.02,0.03,0.04,0.08,0.16,0.32,0.64""; __M=""****** Martingala Manage ******""; Use_Indicators_Martingala=true; 
SL_Number_Of_Order=100; Pause_Between=0; Pause_Between_Bars=0; Martingala_Pips=100; Custom_Martingala=""40,41,42,43,44,45""; OrderDynamic=100; Pips_Dynamic=100; Dynamic_Distance_Multiplier=1; Atr_distance=false; 
AtrPeriod=9; AtrMult=2; AtrTF=0; _______________________________________________es=""========= Exit Settings =========""; Trailing=true; 
Trailing_Start1=200; Trailing_Distance1=100; Trailing_Start2=200; Trailing_Distance2=100; Fix_Stop_Money=0; Fix_Profit_Money=0; Fix_Stop_Pips=0; Breakeven_=0; _______________________________________________tts=""****** Trading Time Settings ****** ""; Trading_Sesion=false; 
TradingStartHours=8; TradingStartMinutes=0; TradingStartSeconds=0; TradingEndHours=22; TradingEndMinutes=0; TradingEndSeconds=0; TimeS=0; Apply_TimeSesion=0; _______________________________________________ds=""========= Visual Setting =========""; Advanced_Visuals=true; 
Show_Statuts=true; 
Show_Profits=true; 
Show_Breakeven_Points=true; 
SizeX_=220; SizeY_=205; FontSize=8; Show_Zone=false; 
Zone_Color=Gray; clr_BE_Buy=Green; clr_Buy_Profits=Lime; clr_Buy_Loss=Lime; clr_BE_Sell=Red; clr_Sell_Profits=Salmon; clr_Sell_Loss=Salmon;",290137,0,1000.00,2955.20,8.06,367.04,152,43591989,99.90%,20,3373.75,-418.55,19.44,1000.60 (39.00%),40.11% (423.84),0 (0.00%),152 (81.58%),124 (81.58%),28 (18.42%),97.77,26 (664.34),664.34 (26),9,-50.86,4 (-125.30),-125.30 (4),2
PXSTDV3.7 EURUSD M5 P2085 DD886 PF7.4 T76 202202-202408.htm,EURUSD (Euro vs US Dollar),5 Minutes (M5)  2022.01.03 08:20 - 2024.07.31 23:55    (2022.01.01 - 2024.08.01),Every tick (the most precise method based on all available least timeframes),"_______________________________________________bs=""****** Basic Setting ******""; Full_Speed=true; 
EnterMode=1; TradeMode=0; Maximum_Spread=5; Magic=88888; Id_Comment=""8888""; _______________________________________________ma=""****** Entry System Main Setting ******""; RSI_Filter=true; 
RSI_Timeframe=0; RSI_Period=6; RSI_Price=0; RSI_Shift=1; RSI_High=90; RSI_Low=10; RSI_Return=0; STO_Filter=false; 
STO_Timeframe=0; STO_Kperiod1=15; STO_Dperiod1=3; STO_Slowing1=3; STO_Shift1=1; MA_STO_Method=0; STO_High=85; STO_Low=15; STO_Return=5; BB_Filter=true; 
BB_Timeframe=60; BB_Period=23; BB_Deviation=2; BB_Shift=1; _______________________________________________fs=""========= Filter Settings =========""; _______________________________________________dc=""****** Direction Control Setting ****** ""; Use_Tiger=false; 
Apply_Dir=0; TimeT=30; Basic_Line_Shift=1; _______________________________________________e3=""****** Exit General Setting ****** ""; Trailing=true; 
Trailing_Start1=15; Trailing_Distance1=2; Trailing_Start2=10; Trailing_Distance2=2; Trailing_Money=false; 
Trailing_Start_Money=20; Trailing_Distance_Money=15; _______________________________________________mmms=""========= Risk Control Settings =========""; DrawDown_Stop_New_Money=0; DrawDown_Stop_New_Perc_=0; DrawDown_SL_Perc=0; DrawDown_SL_Money=0; Stop_Trading_SL=12; __L=""****** Lot Manage ******""; Lot_Type=1; Lot_Size=0; Risk_Equity=0.1; Lot_Multiplier=1.2; MaxLot=2; Custom_Lot=""0.01,0.02,0.03,0.05,0.1,0.2""; Custom_Martingala=""10,15,20,25""; __M=""****** Martingala Manage ******""; Use_Indicators_Martingala=true; 
SL_Number_Of_Order=100; Pause_Between=30; Martingala_Pips=25; OrderDynamic=4; Pips_Dynamic=30; Dynamic_Distance_Multiplier=1.5; __DD=""****** DD Reduction Algorithm ******""; Use_DD=true; 
OrdersDDStart=7; Hedging_Order1=6; Hedging_Order2=1; Hedging_Order3=0; Money_Profit=2; _______________________________________________ds=""****** Display Setting ****** ""; Show_Profits=true; 
Show_Breakeven_Points=true; 
SizeX_=260; SizeY_=250; FontSize=8; DangerMode=5; ColorDanger=LightPink; Show_Zone=false; 
Zone_Color=Gray; clr_BE_Buy=Green; clr_Buy_Profits=Lime; clr_Buy_Loss=Lime; clr_BE_Sell=Red; clr_Sell_Profits=Salmon; clr_Sell_Loss=Salmon;",193216,0,1000.00,2085.00,7.40,267.86,76,75008481,99.90%,20,2410.93,-325.93,27.43,886.65 (36.10%),53.45% (872.93),39 (94.87%),37 (94.59%),72 (94.74%),4 (5.26%),167.39,27 (914.24),914.24 (27),14,-144.87,1 (-144.87),-144.87 (1),1
Dennis FN3.41 AUDUSD H4 P792152 DD225093 PF6.05 T543 20210101-20250321 (xLot DP500).htm,AUDUSD (Australian Dollar vs US Dollar),4 Hours (H4)  2021.01.04 00:00 - 2025.03.21 20:00    (2021.01.01 - 2025.03.22),Every tick (the most precise method based on all available least timeframes),"_______________________________________________bs=""========= General Setting =========""; Full_Speed=true; 
EnterMode=1; TradeMode=0; TradeType=0; Maximum_Spread=5; Magic=787878; Id_Comment=""AceFalcon DL""; _______________________________________________ma=""========= Entry Settings =========""; TradeTF=15; Bars_Counted=22; Strategy_Reverse=true; 
_______________________________________________fs=""========= Filter Settings =========""; EMA_Filter=false; 
MATF=0; EMA1=200; EMA2=50; Filter_Upper_Lower=false; 
Upper_Lower_Mult=2; Max_Gap=2; Max_Gap_ALL=true; 
_______________________________________________mmss=""========= Money Manage Simple =========""; Using_Money_Manage_Simple=false; 
SL_Range_Multiplier=1; TP_Range_Multiplier=1.5; Partial_Close_Multiplier=1; Set_Breakeven=false; 
_______________________________________________mmms=""========= Risk Control Settings =========""; DrawDown_Stop_New_Money=0; DrawDown_Stop_New_Perc_=0; DrawDown_SL_Money=0; Stop_Trading_SLDay=0; __L=""****** Lot Manage ******""; Lot_Type=1; Lot_Size=0; Risk_Equity=0.02; Lot_Multiplier=1.5; MaxLot=100; Custom_Lot=""0.01,0.01,0.02,0.03,0.04,0.08,0.16,0.32,0.64""; __M=""****** Martingala Manage ******""; Use_Indicators_Martingala=false; 
SL_Number_Of_Order=100; Pause_Between=0; Pause_Between_Bars=0; Martingala_Pips=15; Custom_Martingala=""40,41,42,43,44,45""; OrderDynamic=3; Pips_Dynamic=31; Dynamic_Distance_Multiplier=1.4; Atr_distance=false; 
AtrPeriod=9; AtrMult=2; AtrTF=0; _______________________________________________es=""========= Exit Settings =========""; Trailing=true; 
Trailing_Start1=50; Trailing_Distance1=3; Trailing_Start2=35; Trailing_Distance2=3; Fix_Stop_Money=0; Fix_Profit_Money=0; Fix_Stop_Pips=0; Breakeven_=0; _______________________________________________tts=""****** Trading Time Settings ****** ""; Trading_Sesion=false; 
TradingStartHours=8; TradingStartMinutes=0; TradingStartSeconds=0; TradingEndHours=22; TradingEndMinutes=0; TradingEndSeconds=0; TimeS=0; Apply_TimeSesion=0; _______________________________________________ds=""========= Visual Setting =========""; Advanced_Visuals=true; 
Show_Statuts=true; 
Show_Profits=true; 
Show_Breakeven_Points=true; 
SizeX_=220; SizeY_=205; FontSize=8; Show_Zone=false; 
Zone_Color=Gray; clr_BE_Buy=Green; clr_Buy_Profits=Lime; clr_Buy_Loss=Lime; clr_BE_Sell=Red; clr_Sell_Profits=Salmon; clr_Sell_Loss=Salmon;",6682,0,500.00,792152.84,6.05,298.67,543,78843579,99.90%,5,949017.82,-156864.98,1458.85,225093.97 (55.46%),90.72% (150522.43),261 (78.54%),282 (71.63%),407 (74.95%),136 (25.05%),75250.48,21 (28006.23),121534.63 (10),6,-12716.90,5 (-31264.52),-33838.36 (3),2
FN3.41 AUDUSD M15 P1679 DD312 PF5.42 T241 20221121-20241125 (SL500).htm,AUDUSD (Australian Dollar vs US Dollar),15 Minutes (M15)  2022.11.21 00:00 - 2024.11.25 01:45    (2022.11.19 - 2024.11.26),Every tick (the most precise method based on all available least timeframes),"_______________________________________________bs=""========= General Setting =========""; Full_Speed=true; 
EnterMode=0; TradeMode=0; Maximum_Spread=5; Magic=99999; Id_Comment=""AceFalconStd3.41""; _______________________________________________ma=""========= Entry Settings =========""; TradeTF=60; Bars_Counted=5; Strategy_Reverse=true; 
_______________________________________________fs=""========= Filter Settings =========""; EMA_Filter=true; 
MATF=15; EMA1=150; EMA2=50; Filter_Upper_Lower=true; 
Upper_Lower_Mult=2; Max_Gap=1; Max_Gap_ALL=true; 
_______________________________________________mmss=""========= Money Manage Simple =========""; Using_Money_Manage_Simple=false; 
SL_Range_Multiplier=0; TP_Range_Multiplier=0; Partial_Close_Multiplier=0; Set_Breakeven=false; 
_______________________________________________mmms=""========= Risk Control Settings =========""; DrawDown_Stop_New_Money=0; DrawDown_Stop_New_Perc_=50; DrawDown_SL_Money=500; Stop_Trading_SLDay=3; __L=""****** Lot Manage ******""; Lot_Type=3; Lot_Size=0.01; Risk_Equity=0; Lot_Multiplier=0; MaxLot=0.06; Custom_Lot=""""; __M=""****** Martingala Manage ******""; Use_Indicators_Martingala=true; 
SL_Number_Of_Order=100; Pause_Between=60; Pause_Between_Bars=0; Martingala_Pips=0; Custom_Martingala=""15,35,75,120,165""; OrderDynamic=6; Pips_Dynamic=215; Dynamic_Distance_Multiplier=1.5; Atr_distance=true; 
AtrPeriod=20; AtrMult=3; AtrTF=60; _______________________________________________es=""========= Exit Settings =========""; Trailing=true; 
Trailing_Start1=50; Trailing_Distance1=1; Trailing_Start2=40; Trailing_Distance2=1; Fix_Stop_Money=0; Fix_Profit_Money=0; Fix_Stop_Pips=0; Breakeven_=0; _______________________________________________tts=""****** Trading Time Settings ****** ""; Trading_Sesion=false; 
TradingStartHours=0; TradingStartMinutes=0; TradingStartSeconds=0; TradingEndHours=0; TradingEndMinutes=0; TradingEndSeconds=0; TimeS=1; Apply_TimeSesion=0; _______________________________________________ds=""========= Visual Setting =========""; Advanced_Visuals=true; 
Show_Statuts=true; 
Show_Profits=true; 
Show_Breakeven_Points=true; 
SizeX_=220; SizeY_=205; FontSize=8; Show_Zone=false; 
Zone_Color=Gray; clr_BE_Buy=Green; clr_Buy_Profits=Lime; clr_Buy_Loss=Lime; clr_BE_Sell=Red; clr_Sell_Profits=Salmon; clr_Sell_Loss=Salmon;",50295,0,5000.00,1679.44,5.42,19.86,241,34984702,99.90%,20,2059.18,-379.74,6.97,311.72 (4.72%),4.72% (311.72),120 (75.83%),121 (72.73%),179 (74.27%),62 (25.73%),88.11,16 (181.44),181.44 (16),4,-42.11,4 (-120.25),-120.25 (4),1
FC3.4 AUDCAD 2000 M5 P1869 DD349 TP4.71 T508 20220101-20241019 (SL400).htm,AUDCAD (Australian Dollar vs Canadian Dollar),5 Minutes (M5)  2022.01.03 00:25 - 2024.10.18 23:55    (2022.01.01 - 2024.10.19),Every tick (the most precise method based on all available least timeframes),"_______________________________________________bs=""========= General Setting =========""; Full_Speed=true; 
EnterMode=0; TradeMode=0; Maximum_Spread=5; Magic=11111; Id_Comment=""AceFalcon""; _______________________________________________ma=""========= Entry Settings =========""; TradeTF=5; Bars_Counted=10; Strategy_Reverse=true; 
_______________________________________________fs=""========= Filter Settings =========""; EMA_Filter=true; 
MATF=5; EMA1=200; EMA2=50; Filter_Upper_Lower=true; 
Upper_Lower_Mult=2; Max_Gap=2; Max_Gap_ALL=true; 
_______________________________________________mmss=""========= Money Manage Simple =========""; Using_Money_Manage_Simple=false; 
SL_Range_Multiplier=1; TP_Range_Multiplier=1.5; Partial_Close_Multiplier=1; Set_Breakeven=false; 
_______________________________________________mmms=""========= Risk Control Settings =========""; DrawDown_Stop_New_=0; DrawDown_SL_Perc=0; DrawDown_SL_Money=400; Stop_Trading_SL=24; __L=""****** Lot Manage ******""; Lot_Type=2; Lot_Size=0.03; Risk_Equity=0.1; Lot_Multiplier=1.5; MaxLot=0.5; Custom_Lot=""0.01,0.02,0.02,0.03,0.04,0.08,0.16,0.32,0.64""; __M=""****** Martingala Manage ******""; Use_Indicators_Martingala=true; 
SL_Number_Of_Order=100; Pause_Between=30; Pause_Between_Bars=0; Martingala_Pips=0; Custom_Martingala=""40,45,50,55,60,65""; OrderDynamic=3; Pips_Dynamic=50; Dynamic_Distance_Multiplier=1.5; Atr_distance=true; 
AtrPeriod=9; AtrMult=2.2; AtrTF=15; _______________________________________________es=""========= Exit Settings =========""; Trailing=true; 
Trailing_Start1=35; Trailing_Distance1=1; Trailing_Start2=30; Trailing_Distance2=1; Fix_Stop_Money=0; Fix_Profit_Money=0; Fix_Stop_Pips=0; Breakeven_=0; _______________________________________________tts=""****** Trading Time Settings ****** ""; Trading_Sesion=false; 
TradingStartHours=8; TradingStartMinutes=0; TradingStartSeconds=0; TradingEndHours=22; TradingEndMinutes=0; TradingEndSeconds=0; TimeS=0; Apply_TimeSesion=0; _______________________________________________ds=""========= Visual Setting =========""; Advanced_Visuals=true; 
Show_Statuts=true; 
Show_Profits=true; 
Show_Breakeven_Points=true; 
SizeX_=220; SizeY_=205; FontSize=8; Show_Zone=false; 
Zone_Color=Gray; clr_BE_Buy=Green; clr_Buy_Profits=Lime; clr_Buy_Loss=Lime; clr_BE_Sell=Red; clr_Sell_Profits=Salmon; clr_Sell_Loss=Salmon;",209343,0,2000.00,1869.03,4.71,125.52,508,84597153,99.90%,20,2372.42,-503.39,3.68,349.20 (12.77%),12.77% (349.20),256 (78.91%),252 (77.78%),398 (78.35%),110 (21.65%),74.92,25 (150.22),150.22 (25),6,-17.15,4 (-44.22),-44.22 (4),2
Dennis FN3.41 AUDUSD H4 P3389 DD435 PF4.4 T542 20210101-20250321 (SL500).htm,AUDUSD (Australian Dollar vs US Dollar),4 Hours (H4)  2021.01.04 00:00 - 2025.03.21 20:00    (2021.01.01 - 2025.03.22),Every tick (the most precise method based on all available least timeframes),"_______________________________________________bs=""========= General Setting =========""; Full_Speed=true; 
EnterMode=1; TradeMode=0; TradeType=0; Maximum_Spread=5; Magic=787878; Id_Comment=""AceFalcon DL""; _______________________________________________ma=""========= Entry Settings =========""; TradeTF=15; Bars_Counted=22; Strategy_Reverse=true; 
_______________________________________________fs=""========= Filter Settings =========""; EMA_Filter=false; 
MATF=0; EMA1=200; EMA2=50; Filter_Upper_Lower=false; 
Upper_Lower_Mult=2; Max_Gap=2; Max_Gap_ALL=true; 
_______________________________________________mmss=""========= Money Manage Simple =========""; Using_Money_Manage_Simple=false; 
SL_Range_Multiplier=1; TP_Range_Multiplier=1.5; Partial_Close_Multiplier=1; Set_Breakeven=false; 
_______________________________________________mmms=""========= Risk Control Settings =========""; DrawDown_Stop_New_Money=0; DrawDown_Stop_New_Perc_=0; DrawDown_SL_Money=500; Stop_Trading_SLDay=0; __L=""****** Lot Manage ******""; Lot_Type=2; Lot_Size=0.01; Risk_Equity=0.02; Lot_Multiplier=1.5; MaxLot=3; Custom_Lot=""0.01,0.01,0.02,0.03,0.04,0.08,0.16,0.32,0.64""; __M=""****** Martingala Manage ******""; Use_Indicators_Martingala=false; 
SL_Number_Of_Order=100; Pause_Between=0; Pause_Between_Bars=0; Martingala_Pips=15; Custom_Martingala=""40,41,42,43,44,45""; OrderDynamic=3; Pips_Dynamic=31; Dynamic_Distance_Multiplier=1.4; Atr_distance=false; 
AtrPeriod=9; AtrMult=2; AtrTF=0; _______________________________________________es=""========= Exit Settings =========""; Trailing=true; 
Trailing_Start1=50; Trailing_Distance1=3; Trailing_Start2=35; Trailing_Distance2=3; Fix_Stop_Money=0; Fix_Profit_Money=0; Fix_Stop_Pips=0; Breakeven_=0; _______________________________________________tts=""****** Trading Time Settings ****** ""; Trading_Sesion=false; 
TradingStartHours=8; TradingStartMinutes=0; TradingStartSeconds=0; TradingEndHours=22; TradingEndMinutes=0; TradingEndSeconds=0; TimeS=0; Apply_TimeSesion=0; _______________________________________________ds=""========= Visual Setting =========""; Advanced_Visuals=true; 
Show_Statuts=true; 
Show_Profits=true; 
Show_Breakeven_Points=true; 
SizeX_=220; SizeY_=205; FontSize=8; Show_Zone=false; 
Zone_Color=Gray; clr_BE_Buy=Green; clr_Buy_Profits=Lime; clr_Buy_Loss=Lime; clr_BE_Sell=Red; clr_Sell_Profits=Salmon; clr_Sell_Loss=Salmon;",6682,0,500.00,3389.91,4.40,278.04,542,78843579,99.90%,5,4385.62,-995.70,6.25,435.63 (13.69%),62.77% (374.22),262 (79.01%),280 (71.07%),406 (74.91%),136 (25.09%),219.13,21 (189.11),293.14 (18),6,-31.56,5 (-114.99),-114.99 (5),2
"FN3.5 USDCHF H4 D126 P308 T74 Custom(0.03,0.05,0.05,0.07,0.07,0.1,0.1) 202201-202406.htm",USDCHF (US Dollar vs Swiss Franc),4 Hours (H4)  2022.01.03 00:00 - 2024.07.05 20:00    (2022.01.01 - 2024.07.09),Every tick (the most precise method based on all available least timeframes),"_______________________________________________bs=""========= General Setting =========""; Full_Speed=true; 
EnterMode=1; TradeMode=2; Maximum_Spread=5; Magic=7777; Id_Comment=""7777""; _______________________________________________ma=""========= Entry Settings =========""; TradeTF=0; Bars_Counted=250; Strategy_Reverse=false; 
_______________________________________________fs=""========= Filter Settings =========""; EMA_Filter=true; 
MATF=240; EMA1=250; EMA2=50; Filter_Upper_Lower=false; 
Upper_Lower_Mult=5; _______________________________________________mmss=""========= Money Manage Simple =========""; Using_Money_Manage_Simple=false; 
SL_Range_Multiplier=1; TP_Range_Multiplier=1.5; Partial_Close_Multiplier=1; Set_Breakeven=false; 
_______________________________________________mms=""========= Money Manage Settings =========""; DrawDown_Stop_New_=0; __L=""****** Lot Manage ******""; Lot_Type=2; Lot_Size=0.01; Risk_Equity=0.05; Lot_Multiplier=1.5; MaxLot=1; Custom_Lot=""0.03,0.05,0.05,0.07,0.07,0.1,0.1""; __M=""****** Martingala Manage ******""; Use_Indicators_Martingala=false; 
SL_Number_Of_Order=100; Pause_Between=30; Pause_Between_Bars=0; Martingala_Pips=0; Custom_Martingala=""15,15,30,30,45,45,60,60,75,75,90""; OrderDynamic=3; Pips_Dynamic=50; Dynamic_Distance_Multiplier=1.3; Atr_distance=true; 
AtrPeriod=10; AtrMult=2; AtrTF=60; _______________________________________________es=""========= Exit Settings =========""; Trailing=true; 
Trailing_Start1=12; Trailing_Distance1=2; Trailing_Start2=8; Trailing_Distance2=2; Fix_Stop_Money=0; Fix_Profit_Money=0; Fix_Stop_Pips=0; Breakeven_=0; _______________________________________________tts=""****** Trading Time Settings ****** ""; Trading_Sesion=false; 
TradingStartHours=8; TradingStartMinutes=0; TradingStartSeconds=0; TradingEndHours=22; TradingEndMinutes=0; TradingEndSeconds=0; TimeS=0; Apply_TimeSesion=0; _______________________________________________ds=""========= Visual Setting =========""; Show_Profits=true; 
Show_Breakeven_Points=true; 
SizeX_=220; SizeY_=205; FontSize=8; Show_Zone=false; 
Zone_Color=Gray; clr_BE_Buy=Green; clr_Buy_Profits=Lime; clr_Buy_Loss=Lime; clr_BE_Sell=Red; clr_Sell_Profits=Salmon; clr_Sell_Loss=Salmon;",4019,0,3000.00,308.10,4.31,12.68,74,43476217,99.90%,20,401.06,-92.96,4.16,126.01 (3.93%),3.93% (126.01),0 (0.00%),74 (78.38%),58 (78.38%),16 (21.62%),47.15,11 (53.10),82.97 (9),4,-16.92,2 (-30.72),-30.72 (2),1
"FN3.5 AUDCAD H1 D204 P1375 T261 Custom(0.02,0.02,0.04,0.08,0.12,0.16,0.2) 202201-202406.htm",AUDCAD (Australian Dollar vs Canadian Dollar),1 Hour (H1)  2022.01.03 00:00 - 2024.06.13 02:00    (2022.01.01 - 2024.06.16),Every tick (the most precise method based on all available least timeframes),"_______________________________________________bs=""========= General Setting =========""; Full_Speed=true; 
EnterMode=0; TradeMode=2; Maximum_Spread=5; Magic=11111; Id_Comment=""AceFalcon""; _______________________________________________ma=""========= Entry Settings =========""; TradeTF=15; Bars_Counted=10; Strategy_Reverse=true; 
_______________________________________________fs=""========= Filter Settings =========""; EMA_Filter=true; 
MATF=0; EMA1=200; EMA2=50; Filter_Upper_Lower=true; 
Upper_Lower_Mult=5; _______________________________________________mmss=""========= Money Manage Simple =========""; Using_Money_Manage_Simple=false; 
SL_Range_Multiplier=1; TP_Range_Multiplier=1.5; Partial_Close_Multiplier=1; Set_Breakeven=false; 
_______________________________________________mms=""========= Money Manage Settings =========""; DrawDown_Stop_New_=1500; __L=""****** Lot Manage ******""; Lot_Type=2; Lot_Size=0.01; Risk_Equity=0.05; Lot_Multiplier=1.272; MaxLot=100; Custom_Lot=""0.02,0.02,0.04,0.08,0.12,0.16,0.2""; __M=""****** Martingala Manage ******""; Use_Indicators_Martingala=true; 
SL_Number_Of_Order=100; Pause_Between=30; Pause_Between_Bars=0; Martingala_Pips=0; Custom_Martingala=""40,41,42,43,44,45""; OrderDynamic=3; Pips_Dynamic=50; Dynamic_Distance_Multiplier=1.3; Atr_distance=false; 
AtrPeriod=9; AtrMult=3; AtrTF=0; _______________________________________________es=""========= Exit Settings =========""; Trailing=true; 
Trailing_Start1=60; Trailing_Distance1=1; Trailing_Start2=20; Trailing_Distance2=1; Fix_Stop_Money=0; Fix_Profit_Money=0; Fix_Stop_Pips=0; Breakeven_=0; _______________________________________________tts=""****** Trading Time Settings ****** ""; Trading_Sesion=false; 
TradingStartHours=8; TradingStartMinutes=0; TradingStartSeconds=0; TradingEndHours=22; TradingEndMinutes=0; TradingEndSeconds=0; TimeS=0; Apply_TimeSesion=0; _______________________________________________ds=""========= Visual Setting =========""; Show_Profits=true; 
Show_Breakeven_Points=true; 
SizeX_=220; SizeY_=205; FontSize=8; Show_Zone=false; 
Zone_Color=Gray; clr_BE_Buy=Green; clr_Buy_Profits=Lime; clr_Buy_Loss=Lime; clr_BE_Sell=Red; clr_Sell_Profits=Salmon; clr_Sell_Loss=Salmon;",15416,0,3000.00,1375.64,4.22,128.08,261,76129015,99.90%,20,1802.48,-426.84,5.27,204.38 (5.15%),6.18% (192.55),116 (67.24%),145 (67.59%),176 (67.43%),85 (32.57%),88.91,11 (72.07),126.34 (3),3,-19.75,4 (-56.03),-56.03 (4),1
FN3.41 NZDCAD M15 P18572 DD8317 PF4.11 T216 20220101-20250110 (XLot).htm,NZDCAD (New Zealand Dollar vs Canadian Dollar),15 Minutes (M15)  2022.01.03 00:30 - 2025.01.10 23:45    (2022.01.01 - 2025.01.13),Every tick (the most precise method based on all available least timeframes),"_______________________________________________bs=""========= General Setting =========""; Full_Speed=true; 
EnterMode=1; TradeMode=0; TradeType=0; Maximum_Spread=5; Magic=99999; Id_Comment=""AceFalconStd3.41 - XLot""; _______________________________________________ma=""========= Entry Settings =========""; TradeTF=15; Bars_Counted=10; Strategy_Reverse=false; 
_______________________________________________fs=""========= Filter Settings =========""; EMA_Filter=true; 
MATF=60; EMA1=300; EMA2=90; Filter_Upper_Lower=true; 
Upper_Lower_Mult=2; Max_Gap=2; Max_Gap_ALL=true; 
_______________________________________________mmss=""========= Money Manage Simple =========""; Using_Money_Manage_Simple=false; 
SL_Range_Multiplier=1; TP_Range_Multiplier=1.5; Partial_Close_Multiplier=1; Set_Breakeven=false; 
_______________________________________________mmms=""========= Risk Control Settings =========""; DrawDown_Stop_New_Money=0; DrawDown_Stop_New_Perc_=20; DrawDown_SL_Money=0; Stop_Trading_SLDay=3; __L=""****** Lot Manage ******""; Lot_Type=1; Lot_Size=0; Risk_Equity=0.1; Lot_Multiplier=1; MaxLot=5; Custom_Lot=""""; __M=""****** Martingala Manage ******""; Use_Indicators_Martingala=true; 
SL_Number_Of_Order=100; Pause_Between=60; Pause_Between_Bars=0; Martingala_Pips=0; Custom_Martingala=""40,45,50,55,60,65""; OrderDynamic=3; Pips_Dynamic=30; Dynamic_Distance_Multiplier=1.75; Atr_distance=true; 
AtrPeriod=9; AtrMult=2.2; AtrTF=15; _______________________________________________es=""========= Exit Settings =========""; Trailing=true; 
Trailing_Start1=40; Trailing_Distance1=3; Trailing_Start2=15; Trailing_Distance2=0; Fix_Stop_Money=0; Fix_Profit_Money=0; Fix_Stop_Pips=0; Breakeven_=0; _______________________________________________tts=""****** Trading Time Settings ****** ""; Trading_Sesion=false; 
TradingStartHours=8; TradingStartMinutes=0; TradingStartSeconds=0; TradingEndHours=22; TradingEndMinutes=0; TradingEndSeconds=0; TimeS=0; Apply_TimeSesion=0; _______________________________________________ds=""========= Visual Setting =========""; Advanced_Visuals=true; 
Show_Statuts=true; 
Show_Profits=true; 
Show_Breakeven_Points=true; 
SizeX_=220; SizeY_=205; FontSize=8; Show_Zone=false; 
Zone_Color=Gray; clr_BE_Buy=Green; clr_Buy_Profits=Lime; clr_Buy_Loss=Lime; clr_BE_Sell=Red; clr_Sell_Profits=Salmon; clr_Sell_Loss=Salmon;",75458,0,500.00,18572.98,4.11,287.89,216,63782780,99.90%,20,24551.51,-5978.53,85.99,8317.10 (73.24%),78.85% (1773.88),122 (72.13%),94 (69.15%),153 (70.83%),63 (29.17%),1254.90,16 (760.16),1773.65 (4),3,-684.07,2 (-934.89),-934.89 (2),1
